World Meteorological Organization Climate Normals for 1991-2020
Single Station Data Sheet For All Climatological Surface Parameters

Station Header Record

Country_Name, FRANCE

Station_Name, REIMS-PRUNAY
WMO_Number,Latitude,Longitude,Station_Height
07072,49|12|35N,4|09|19E,95

Principal Climatological Surface Parameters

Parameter_Code,Parameter_Name,Units
1,Precipitation_Total,mm

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,1,sum,4
07072,1,Q1,7
07072,1,Q4,10
07072,1,Median,12
07072,1,NOY,98


Parameter_Code,Parameter_Name,Units
2,Number_of_Days_with_Precipitation_>=_1_mm,count

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,2,Count,5
07072,2,Q1,7
07072,2,Q4,10
07072,2,Median,12
07072,1,NOY,98


Parameter_Code,Parameter_Name,Units
3,Daily_Maximum_Temperature,Deg_C

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,3,Mean,1,6.4,7.7,11.9,15.8,19.3,22.6,25.2,25.0,20.9,15.9,10.1,6.9,15.6
07072,3,Q1,7,4.4,4.7,10.3,14.0,18.2,21.4,23.3,23.3,19.1,14.7,8.8,5.1
07072,3,Q4,10,8.5,10.2,13.4,17.4,20.9,23.7,27.3,26.7,22.7,17.6,12.0,8.4
07072,3,Median,12,6.7,8.0,11.9,15.0,19.0,22.6,24.9,24.8,20.9,15.6,10.0,7.1
07072,3,NOY,98,30,30,30,29,29,30,30,30,30,30,30,30


Parameter_Code,Parameter_Name,Units
4,Daily_Minimum_Temperature,Deg_C

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,4,Mean,1,0.6,0.6,2.4,4.3,8.0,10.9,13.0,12.7,9.7,7.2,3.8,1.5,6.2
07072,4,Q1,7,-1.4,-1.0,1.2,3.3,6.7,10.0,11.9,12.0,8.3,5.6,2.4,-0.5
07072,4,Q4,10,2.3,2.7,3.6,5.5,9.3,11.7,14.1,13.7,10.8,9.1,5.2,3.0
07072,4,Median,12,0.9,0.2,2.5,4.3,8.0,10.8,13.1,12.8,9.5,6.8,3.6,2.1
07072,4,NOY,98,30,30,30,29,29,30,30,30,30,30,30,30


Parameter_Code,Parameter_Name,Units
5,Daily_Mean_Temperature,Deg_C

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,5,Mean,1,3.5,4.2,7.2,10.0,13.6,16.8,19.1,18.8,15.3,11.6,6.9,4.2,10.9
07072,5,Q1,7,1.7,1.8,5.9,8.8,12.0,15.9,17.6,17.7,14.2,10.2,5.7,2.3
07072,5,Q4,10,5.4,6.2,8.5,11.2,14.9,17.9,20.4,19.7,16.5,13.0,8.6,5.7
07072,5,Median,12,3.8,4.2,7.4,9.8,13.7,16.7,19.2,18.8,15.0,11.2,6.7,4.6
07072,5,NOY,98,30,30,30,29,29,30,30,30,30,30,30,30


Parameter_Code,Parameter_Name,Units
6,Mean_Sea_Level_Pressure,hpa

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,6,Mean,1
07072,6,NOY,98


Parameter_Code,Parameter_Name,Units
7,Mean_Vapor_Pressure,hpa

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,7,Mean,1
07072,7,Q1,7
07072,7,Q4,10
07072,7,Median,12
07072,7,NOY,98


Parameter_Code,Parameter_Name,Units
8,Total_Number_of_Hours_of_Sunshine,hours

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,8,Sum,4
07072,8,Q1,7
07072,8,Q4,10
07072,8,Median,12
07072,8,NOY,98


Parameter_Code,Parameter_Name,Units
12,Number_of_Days_with_Maximum_Temperature_>=25_Deg_C,count

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,12,Count,5,0.00,0.00,0.00,0.69,3.03,8.33,14.83,14.07,4.90,0.37,0.00,0.00,46.22
07072,12,NOY,98,30,30,30,29,29,30,30,30,30,30,30,30


Parameter_Code,Parameter_Name,Units
12,Number_of_Days_with_Maximum_Temperature_>=30_Deg_C,count

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,12,Count,5,0.00,0.00,0.00,0.00,0.17,1.57,4.70,4.23,0.33,0.00,0.00,0.00,11.00
07072,12,NOY,98,30,30,30,29,29,30,30,30,30,30,30,30


Parameter_Code,Parameter_Name,Units
13,Number_of_Days_with_Minimum_Temperature_<=0_Deg_C,count

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,13,Count,5,13.27,12.20,9.97,4.48,0.38,0.00,0.00,0.00,0.07,2.27,6.03,11.20,59.87
07072,13,NOY,98,30,30,30,29,29,30,30,30,30,30,30,30


Parameter_Code,Parameter_Name,Units
13,Number_of_Days_with_Minimum_Temperature_<=-5_Deg_C,count

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,13,Count,5,4.47,3.07,0.90,0.17,0.00,0.00,0.00,0.00,0.00,0.07,1.00,2.77,12.45
07072,13,NOY,98,30,30,30,29,29,30,30,30,30,30,30,30


Parameter_Code,Parameter_Name,Units
14,Number_of_Days_with_Maximum_Temperature_<_0_Deg_C,count

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,14,Count,5,2.17,1.37,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,1.57,5.57
07072,14,NOY,98,30,30,30,29,29,30,30,30,30,30,30,30


Parameter_Code,Parameter_Name,Units
15,Number_of_Days_with_Minimum_Temperature_<_0_Deg_C,count

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,15,Count,5,13.03,12.10,9.53,4.28,0.28,0.00,0.00,0.00,0.03,2.27,5.80,11.03,58.35
07072,15,NOY,98,30,30,30,29,29,30,30,30,30,30,30,30


Parameter_Code,Parameter_Name,Units
16,Number_of_Days_with_Daily_Precipitation_>=_10_mm,count

WMO_Number,Parameter_Code,Calculation_Name,Calculation_Code,January,February,March,April,May,June,July,August,September,October,November,December,Annual

07072,16,Count,5
07072,16,NOY,98


Parameter_Code,Parameter_Name,Units
