Elem,Rgn,ID,      WIGOS_ID        ,Latitude,Longitude,Elevation,   Country,                 Station                        , Jan  , Feb   , Mar   , Apr   , May   , Jun   , Jul   , Aug   , Sep   , Oct   , Nov   , Dec   , Annual
008,1,00060620,0-20000-0-60620     ,  27.837,  -0.194,  279.2,Algeria                       ,Adrar                         ,   274.8,   257.4,   289.4,   299.0,   320.0,   321.3,   316.6,   294.3,   257.3,   273.0,   263.0,   264.8,  3430.9
008,1,00060560,0-20000-0-60560     ,  32.752,  -0.594, 1076.0,Algeria                       ,AinSefra                      ,   222.6,   230.6,   -99.9,   -99.9,   -99.9,   -99.9,   310.8,   288.3,   261.7,   261.0,   229.9,   217.6,   -99.9
008,1,00060390,0-20000-0-60390     ,  36.690,   3.217,   25.0,Algeria                       ,AlgerDarElBeida               ,   174.3,   180.4,   218.8,   -99.9,   274.0,   313.9,   333.1,   -99.9,   -99.9,   -99.9,   -99.9,   -99.9,   -99.9
008,1,00060360,0-20000-0-60360     ,  36.822,   7.803,    3.0,Algeria                       ,Annaba                        ,   159.0,   166.8,   -99.9,   235.7,   -99.9,   310.7,   -99.9,   324.0,   -99.9,   216.9,   -99.9,   148.0,   -99.9
008,1,00060444,0-20000-0-60444     ,  36.068,   4.794,  955.0,Algeria                       ,BBArreridj                    ,   186.3,   193.0,   230.7,   257.3,   301.8,   332.7,   354.6,   324.8,   256.4,   238.8,   181.3,   172.9,  3030.6
008,1,00060571,0-20000-0-60571     ,  31.654,  -2.252,  808.6,Algeria                       ,Bechar                        ,   261.8,   253.5,   290.9,   309.9,   342.7,   -99.9,   -99.9,   310.7,   274.1,   274.5,   256.1,   251.8,   -99.9
008,1,00060402,0-20000-0-60402     ,  36.716,   5.075,    1.8,Algeria                       ,BejaiaAeroport                ,   164.7,   168.4,   206.4,   227.5,   269.7,   308.3,   331.5,   304.6,   233.6,   213.7,   167.5,   -99.9,   -99.9
008,1,00060602,0-20000-0-60602     ,  30.128,  -2.149,  510.0,Algeria                       ,BeniAbbes                     ,   270.7,   257.2,   -99.9,   -99.9,   -99.9,   -99.9,   -99.9,   -99.9,   -99.9,   274.6,   262.9,   264.9,   -99.9
008,1,00060525,0-20000-0-60525     ,  34.795,   5.731,   82.0,Algeria                       ,Biskra                        ,   228.4,   -99.9,   -99.9,   -99.9,   325.4,   -99.9,   -99.9,   334.2,   -99.9,   -99.9,   226.3,   219.9,   -99.9
008,1,00060425,0-20000-0-60425     ,  36.216,   1.322,  159.0,Algeria                       ,Chlef                         ,   174.1,   184.0,   227.2,   -99.9,   -99.9,   337.7,   352.8,   326.6,   -99.9,   -99.9,   -99.9,   166.4,   -99.9
008,1,00060670,0-20000-0-60670     ,  24.288,   9.468,  968.0,Algeria                       ,Djanet                        ,   281.8,   265.7,   -99.9,   288.2,   -99.9,   303.7,   362.1,   -99.9,   304.0,   -99.9,   -99.9,   -99.9,   -99.9
008,1,00060535,0-20000-0-60535     ,  34.654,   3.281, 1180.0,Algeria                       ,Djelfa                        ,   183.9,   190.8,   -99.9,   254.5,   -99.9,   -99.9,   320.9,   -99.9,   -99.9,   247.5,   195.3,   179.1,   -99.9
008,1,00060566,0-20000-0-60566     ,  32.386,   3.784,  466.0,Algeria                       ,Ghardaia                      ,   248.3,   245.2,   273.6,   298.2,   325.8,   -99.9,   -99.9,   322.6,   270.2,   269.3,   -99.9,   240.0,   -99.9
008,1,00060611,0-20000-0-60611     ,  28.053,   9.640,  560.0,Algeria                       ,InAmenas                      ,   262.1,   251.5,   279.6,   -99.9,   288.2,   307.0,   363.1,   350.9,   293.1,   282.2,   258.2,   232.8,   -99.9
008,1,00060630,0-20000-0-60630     ,  27.254,   2.512,  268.0,Algeria                       ,InSalah                       ,   276.4,   254.9,   284.1,   292.7,   308.8,   314.7,   -99.9,   322.9,   267.9,   278.0,   265.4,   265.6,   -99.9
008,1,00060351,0-20000-0-60351     ,  36.795,   5.877,    8.0,Algeria                       ,JijelAeroport                 ,   156.4,   169.0,   210.0,   232.2,   274.6,   312.1,   346.4,   -99.9,   243.4,   214.8,   155.9,   147.1,   -99.9
008,1,00060549,0-20000-0-60549     ,  33.546,  -0.235, 1123.2,Algeria                       ,Mecheria                      ,   208.4,   213.8,   241.0,   265.3,   -99.9,   308.9,   289.0,   277.0,   246.7,   245.1,   212.5,   197.8,   -99.9
008,1,00060437,0-20000-0-60437     ,  36.281,   2.732, 1030.0,Algeria                       ,Medea                         ,   161.8,   164.4,   214.7,   241.5,   280.9,   328.4,   356.3,   331.8,   261.9,   231.7,   162.6,   149.0,  2885.0
008,1,00060430,0-20000-0-60430     ,  36.306,   2.228,  715.0,Algeria                       ,Miliana                       ,   171.1,   177.6,   224.1,   249.8,   295.9,   335.6,   355.3,   329.8,   259.7,   -99.9,   172.5,   159.4,   -99.9
008,1,00060490,0-20000-0-60490     ,  35.631,  -0.604,   90.0,Algeria                       ,OranSennia                    ,   194.1,   200.5,   238.1,   -99.9,   303.8,   323.8,   337.0,   319.9,   260.7,   237.7,   194.3,   184.2,   -99.9
008,1,00060536,0-20000-0-60536     ,  34.892,   0.158,  750.0,Algeria                       ,Saida                         ,   193.4,   197.9,   233.6,   260.4,   296.1,   327.6,   334.9,   310.9,   261.1,   244.7,   194.9,   183.0,  3038.5
008,1,00060423,0-20000-0-60423     ,  36.298,   7.923,  860.0,Algeria                       ,SoukAhras                     ,   153.2,   -99.9,   208.4,   -99.9,   277.9,   311.0,   348.7,   318.4,   239.5,   221.6,   169.5,   142.6,   -99.9
