Rgn,Country                     , Status   ,Latitude,  Longtiude,Elem1,Elem2,Elem3,Elem4,Elem5,Elem6,Elem7,Elem8, Filename 
2,Thailand                      ,WMO_Member,  19.299,  97.976,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , MaeHongSon_48300.csv                                             
2,Thailand                      ,WMO_Member,  18.167,  97.933,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , MaeSariang_48325.csv                                             
2,Thailand                      ,WMO_Member,  16.659,  98.551,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , MaeSot_48375.csv                                                 
2,Thailand                      ,WMO_Member,  16.247, 103.068,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Mahasarakham_48382.csv                                           
2,Thailand                      ,WMO_Member,  16.541, 104.729,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Mukdahan_48383.csv                                               
2,Thailand                      ,WMO_Member,  17.411, 104.783,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,TSUN, NakhonPhanom_48357.csv                                           
2,Thailand                      ,WMO_Member,  14.968, 102.086,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , NakhonRatchasima_48431.csv                                       
2,Thailand                      ,WMO_Member,  15.672, 100.132,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,TSUN, NakhonSawan_48400.csv                                            
2,Thailand                      ,WMO_Member,   8.538,  99.947,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , NakhonsiThammarat_48552.csv                                      
2,Thailand                      ,WMO_Member,  18.780, 100.778,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Nan_48331.csv                                                    
2,Thailand                      ,WMO_Member,  14.583, 102.800,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , NangRong_48436.csv                                               
2,Thailand                      ,WMO_Member,   6.417, 101.817,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Narathiwat_48583.csv                                             
2,Thailand                      ,WMO_Member,  17.865, 102.747,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , NongKhai_48352.csv                                               
2,Thailand                      ,WMO_Member,   6.783, 101.150,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , PattaniAirport_48580.csv                                         
2,Thailand                      ,WMO_Member,  12.920, 100.869,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Phatthaya_48461.csv                                              
2,Thailand                      ,WMO_Member,  19.133,  99.900,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Phayao_48310.csv                                                 
2,Thailand                      ,WMO_Member,  16.433, 101.150,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,TSUN, Phetchabun_48379.csv                                             
2,Thailand                      ,WMO_Member,  12.999, 100.061,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , PhetchaBuri_48465.csv                                            
2,Thailand                      ,WMO_Member,  16.795, 100.279,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,TSUN, Phitsanulok_48378.csv                                            
2,Thailand                      ,WMO_Member,  18.167, 100.167,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Phrae_48330.csv                                                  
2,Thailand                      ,WMO_Member,   7.883,  98.400,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Phuket_48564.csv                                                 
2,Thailand                      ,WMO_Member,   8.145,  98.314,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , PhuketAirport_48565.csv                                          
2,Thailand                      ,WMO_Member,  13.377, 100.599,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , PilotStation_48457.csv                                           
2,Thailand                      ,WMO_Member,  14.058, 101.369,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , PrachinBuri_48430.csv                                            
2,Thailand                      ,WMO_Member,  11.833,  99.833,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , PrachuapKhirikhan_48500.csv                                      
2,Thailand                      ,WMO_Member,   9.983,  98.617,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Ranong_48532.csv                                                 
2,Thailand                      ,WMO_Member,  12.632, 101.344,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,TSUN, Rayong_48478.csv                                                 
2,Thailand                      ,WMO_Member,  16.020, 103.744,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , RoiEt_48405.csv                                                  
2,Thailand                      ,WMO_Member,  17.150, 104.133,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,TSUN, SakonNakhon_48356.csv                                            
2,Thailand                      ,WMO_Member,  12.683, 100.983,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Sattahip_48477.csv                                               
2,Thailand                      ,WMO_Member,   6.650, 100.083,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Satun_48570.csv                                                  
2,Thailand                      ,WMO_Member,   7.182, 100.607,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Songkhla_48568.csv                                               
2,Thailand                      ,WMO_Member,  14.474, 100.139,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , SuphanBuri_48425.csv                                             
2,Thailand                      ,WMO_Member,   9.136,  99.152,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , SuratThani_48551.csv                                             
2,Thailand                      ,WMO_Member,  14.883, 103.500,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Surin_48432.csv                                                  
2,Thailand                      ,WMO_Member,  16.878,  99.143,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Tak_48376.csv                                                    
2,Thailand                      ,WMO_Member,   8.684,  98.252,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , TakuaPa_48561.csv                                                
2,Thailand                      ,WMO_Member,  15.317, 103.683,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , ThaTum_48416.csv                                                 
2,Thailand                      ,WMO_Member,  19.111, 100.803,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , ThaWangPha_48315.csv                                             
2,Thailand                      ,WMO_Member,  14.742,  98.636,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , ThongPhaphum_48421.csv                                           
2,Thailand                      ,WMO_Member,  11.767, 102.883,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Trad_48501.csv                                                   
2,Thailand                      ,WMO_Member,   7.517,  99.617,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , TrangAirport_48567.csv                                           
2,Thailand                      ,WMO_Member,  15.250, 104.867,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,TSUN, UbonRatchathani_48407.csv                                        
2,Thailand                      ,WMO_Member,  17.383, 102.800,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , UdonThani_48354.csv                                              
2,Thailand                      ,WMO_Member,  16.025,  98.864,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Umphang_48385.csv                                                
2,Thailand                      ,WMO_Member,  17.617, 100.100,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , Uttaradit_48351.csv                                              
2,Thailand                      ,WMO_Member,  15.657, 101.108,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,    ,    , WichianBuri_48413.csv                                            
2,Turkmenistan                  ,WMO_Member,  38.088,  62.805,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , BAGTYYARLYK_38799.csv                                            
2,Turkmenistan                  ,WMO_Member,  38.430,  57.439,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , BAHERDEN_38774.csv                                               
2,Turkmenistan                  ,WMO_Member,  37.607,  62.158,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Bayramaly_38895.csv                                              
2,Turkmenistan                  ,WMO_Member,  39.244,  55.549,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , BEREKET_38647.csv                                                
2,Turkmenistan                  ,WMO_Member,  39.314,  58.597,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Erbent_38656.csv                                                 
2,Turkmenistan                  ,WMO_Member,  37.819,  65.212,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Kerki_38911.csv                                                  
2,Turkmenistan                  ,WMO_Member,  36.539,  61.213,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , SARAHS_38974.csv                                                 
2,Turkmenistan                  ,WMO_Member,  35.284,  62.347,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, SERHETABAT_38987.csv                                             
2,Turkmenistan                  ,WMO_Member,  37.402,  60.507,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , ТEJEN_38886.csv                                                 
2,United_Arab_Emirates          ,WMO_Member,  24.433,  54.650,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, AbuDhabiIntlAirport_41217.csv                                    
2,United_Arab_Emirates          ,WMO_Member,  24.262,  55.609,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, AlAinIntlAirport_41218.csv                                       
2,United_Arab_Emirates          ,WMO_Member,  25.112,  56.324,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , AlFujairahIntlAirport_41198.csv                                  
2,United_Arab_Emirates          ,WMO_Member,  25.250,  55.333,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, DubaiIntlAirport_41194.csv                                       
2,United_Arab_Emirates          ,WMO_Member,  25.614,  55.939,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, RasAlKhaimahIntlAirport_41184.csv                                
2,United_Arab_Emirates          ,WMO_Member,  25.329,  55.517,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, SharjahIntlAirport_41196.csv                                     
2,Uzbekistan                    ,WMO_Member,  43.150,  62.333,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Akbajtal_38178.csv                                               
2,Uzbekistan                    ,WMO_Member,  40.733,  72.317,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Andizan_38475.csv                                                
2,Uzbekistan                    ,WMO_Member,  41.000,  70.183,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Angren_38465.csv                                                 
2,Uzbekistan                    ,WMO_Member,  40.683,  64.483,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Ayakagitma_38553.csv                                             
2,Uzbekistan                    ,WMO_Member,  39.717,  68.017,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,    , Bahmal_38711.csv                                                 
2,Uzbekistan                    ,WMO_Member,  38.200,  67.200,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,    , Baysun_38827.csv                                                 
2,Uzbekistan                    ,WMO_Member,  39.717,  64.617,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Buhara_38683.csv                                                 
2,Uzbekistan                    ,WMO_Member,  41.750,  62.467,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Buzaubaj_38403.csv                                               
2,Uzbekistan                    ,WMO_Member,  42.950,  59.800,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Chimbaj_38262.csv                                                
2,Uzbekistan                    ,WMO_Member,  41.550,  70.017,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,    , Chimgan_38706.csv                                                
2,Uzbekistan                    ,WMO_Member,  40.400,  69.283,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Dalverzin_38594.csv                                              
2,Uzbekistan                    ,WMO_Member,  38.267,  67.900,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Denau_38829.csv                                                  
2,Uzbekistan                    ,WMO_Member,  40.117,  67.833,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Dzizak_38579.csv                                                 
2,Uzbekistan                    ,WMO_Member,  40.383,  71.750,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Fergana_38618.csv                                                
2,Uzbekistan                    ,WMO_Member,  43.883,  57.883,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Jaslyk_38141.csv                                                 
2,Uzbekistan                    ,WMO_Member,  41.100,  70.500,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,    , Kamchik_38467.csv                                                
2,Uzbekistan                    ,WMO_Member,  44.850,  56.333,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Karakapalkija_38023.csv                                          
2,Uzbekistan                    ,WMO_Member,  38.750,  65.717,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Karshi_38812.csv                                                 
2,Uzbekistan                    ,WMO_Member,  40.233,  66.550,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Kushrabad_38563.csv                                              
2,Uzbekistan                    ,WMO_Member,  38.650,  66.933,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,    , Minchukur_38816.csv                                              
2,Uzbekistan                    ,WMO_Member,  39.250,  65.150,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Mubarek_38697.csv                                                
2,Uzbekistan                    ,WMO_Member,  41.000,  71.583,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Namangan_38611.csv                                               
2,Uzbekistan                    ,WMO_Member,  40.133,  65.350,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Navoiy_38567.csv                                                 
2,Uzbekistan                    ,WMO_Member,  42.483,  59.617,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Nukus_38264.csv                                                  
2,Uzbekistan                    ,WMO_Member,  39.633,  66.950,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Samarkand_38696.csv                                              
2,Uzbekistan                    ,WMO_Member,  39.250,  67.067,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Shahrisabz_38699.csv                                             
2,Uzbekistan                    ,WMO_Member,  40.817,  68.683,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Sirdarya_38583.csv                                               
2,Uzbekistan                    ,WMO_Member,  41.733,  64.617,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Tamdy_38413.csv                                                  
2,Uzbekistan                    ,WMO_Member,  41.333,  69.300,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Tashkent_38457.csv                                               
2,Uzbekistan                    ,WMO_Member,  37.283,  67.317,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, Termez_38927.csv                                                 
2,Uzbekistan                    ,WMO_Member,  41.567,  60.633,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Urgench_38396.csv                                                
2,Uzbekistan                    ,WMO_Member,  40.283,  68.833,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , Yangiyer_38589.csv                                               
3,Argentina                     ,WMO_Member, -34.559, -58.420,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, AEROPARQUE_AERO_87582.csv                                        
3,Argentina                     ,WMO_Member, -36.832, -59.886,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, AZUL_AERO_87641.csv                                              
3,Argentina                     ,WMO_Member, -38.715, -62.163,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, BAHIA_BLANCA_AERO_87750.csv                                      
3,Argentina                     ,WMO_Member, -37.750, -58.300,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,TSUN, BALCARCE_INTA_87691.csv                                          
3,Argentina                     ,WMO_Member, -41.147, -71.164,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,    , BARILOCHE_AERO_87765.csv                                         
3,Argentina                     ,WMO_Member, -38.320, -60.250,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,TSUN, BARROW_INTA_87686.csv                                            
3,Argentina                     ,WMO_Member, -77.873, -34.625,    ,    ,TMAX,TMIN,TAVG,MSLP,    ,TSUN, BASE_BELGRANO_II_89034.csv                                       
3,Argentina                     ,WMO_Member, -62.238, -58.665,    ,    ,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, BASE_CARLINI_89053.csv                                           
3,Argentina                     ,WMO_Member, -63.399, -56.998,    ,    ,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, BASE_ESPERANZA_88963.csv                                         
3,Argentina                     ,WMO_Member, -64.241, -56.625,    ,    ,TMAX,TMIN,TAVG,MSLP,MNVP,    , BASE_MARAMBIO_89055.csv                                          
3,Argentina                     ,WMO_Member, -60.737, -44.738,    ,    ,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, BASE_ORCADAS_88968.csv                                           
3,Argentina                     ,WMO_Member, -68.131, -67.103,    ,    ,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, BASE_SAN_MARTIN_89066.csv                                        
3,Argentina                     ,WMO_Member, -26.278, -53.671,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,TSUN, BERNARDO_DE_IRIGOYEN_AERO_87163.csv                              
3,Argentina                     ,WMO_Member, -36.186, -61.072,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, BOLIVAR_AERO_87640.csv                                           
3,Argentina                     ,WMO_Member, -34.590, -58.484,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, BUENOS_AIRES_OBSERVATORIO_87585.csv                              
3,Argentina                     ,WMO_Member, -34.605, -58.671,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,TSUN, CASTELAR_INTA_87575.csv                                          
3,Argentina                     ,WMO_Member, -28.593, -65.755,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, CATAMARCA_AERO_87222.csv                                         
3,Argentina                     ,WMO_Member, -29.876, -61.936,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, CERES_AERO_87257.csv                                             
3,Argentina                     ,WMO_Member, -27.650, -55.433,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,TSUN, CERRO_AZUL_INTA_87180.csv                                        
3,Argentina                     ,WMO_Member, -30.347, -66.296,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, CHAMICAL_AERO_87320.csv                                          
3,Argentina                     ,WMO_Member, -29.218, -67.442,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,TSUN, CHILECITO_AERO_87213.csv                                         
3,Argentina                     ,WMO_Member, -45.792, -67.462,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, COMODORO_RIVADAVIA_AERO_87860.csv                                
3,Argentina                     ,WMO_Member, -31.302, -58.001,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, CONCORDIA_AERO_87395.csv                                         
3,Argentina                     ,WMO_Member, -31.296, -64.212,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, CORDOBA_AERO_87344.csv                                           
3,Argentina                     ,WMO_Member, -31.421, -64.198,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, CORDOBA_OBSERVATORIO_87345.csv                                   
3,Argentina                     ,WMO_Member, -38.004, -61.330,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,    , CORONEL_PRINGLES_AERO_87683.csv                                  
3,Argentina                     ,WMO_Member, -37.453, -61.891,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, CORONEL_SUAREZ_AERO_87637.csv                                    
3,Argentina                     ,WMO_Member, -27.450, -58.760,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, CORRIENTES_AERO_87166.csv                                        
3,Argentina                     ,WMO_Member, -36.317, -57.717,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, DOLORES_AERO_87648.csv                                           
3,Argentina                     ,WMO_Member, -41.954, -71.534,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, EL_BOLSON_AERO_87800.csv                                         
3,Argentina                     ,WMO_Member, -50.284, -72.051,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, EL_CALAFATE_AERO_87904.csv                                       
3,Argentina                     ,WMO_Member, -34.603, -58.612,PRCP,DP01,    ,    ,TAVG,MSLP,MNVP,    , EL_PALOMAR_AERO_87571.csv                                        
3,Argentina                     ,WMO_Member, -32.192, -61.712,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, EL_TREBOL_87470.csv                                              
3,Argentina                     ,WMO_Member, -42.906, -71.145,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, ESQUEL_AERO_87803.csv                                            
3,Argentina                     ,WMO_Member, -34.818, -58.542,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , EZEIZA_AERO_87576.csv                                            
3,Argentina                     ,WMO_Member, -27.050, -65.416,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,TSUN, FAMAILLA_INTA_87118.csv                                          
3,Argentina                     ,WMO_Member, -26.212, -58.229,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, FORMOSA_AERO_87162.csv                                           
3,Argentina                     ,WMO_Member, -35.688, -63.759,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , GENERAL_PICO_AERO_87532.csv                                      
3,Argentina                     ,WMO_Member, -48.782, -70.162,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, GOBERNADOR_GREGORES_AERO_87880.csv                               
3,Argentina                     ,WMO_Member, -33.012, -58.611,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, GUALEGUAYCHU_AERO_87497.csv                                      
3,Argentina                     ,WMO_Member, -39.380, -62.620,PRCP,DP01,TMAX,TMIN,TAVG,    ,    ,TSUN, HILARIO_ASCASUBI_INTA_87741.csv                                  
3,Argentina                     ,WMO_Member, -25.731, -54.479,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, IGUAZU_AERO_87097.csv                                            
3,Argentina                     ,WMO_Member, -30.229, -68.739,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,TSUN, JACHAL_87305.csv                                                 
3,Argentina                     ,WMO_Member, -24.384, -65.095,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,TSUN, JUJUY_AERO_87046.csv                                             
3,Argentina                     ,WMO_Member, -24.178, -65.326,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,TSUN, JUJUY_U_N_87043.csv                                              
3,Argentina                     ,WMO_Member, -34.553, -60.931,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, JUNIN_AERO_87548.csv                                             
3,Argentina                     ,WMO_Member, -34.128, -63.367,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, LABOULAYE_AERO_87534.csv                                         
3,Argentina                     ,WMO_Member, -34.966, -57.896,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, LA_PLATA_AERO_87593.csv                                          
3,Argentina                     ,WMO_Member, -22.103, -65.601,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,TSUN, LA_QUIACA_OBSERVATORIO_87007.csv                                 
3,Argentina                     ,WMO_Member, -29.382, -66.793,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, LA_RIOJA_AERO_87217.csv                                          
3,Argentina                     ,WMO_Member, -36.041, -59.137,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, LAS_FLORES_87563.csv                                             
3,Argentina                     ,WMO_Member, -24.702, -60.594,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, LAS_LOMITAS_87078.csv                                            
3,Argentina                     ,WMO_Member, -35.481, -69.583,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,TSUN, MALARGUE_AERO_87506.csv                                          
3,Argentina                     ,WMO_Member, -41.244, -68.706,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,    , MAQUINCHAO_87774.csv                                             
3,Argentina                     ,WMO_Member, -32.679, -62.150,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, MARCOS_JUAREZ_AERO_87467.csv                                     
3,Argentina                     ,WMO_Member, -37.932, -57.581,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, MAR_DEL_PLATA_AERO_87692.csv                                     
3,Argentina                     ,WMO_Member, -32.844, -68.796,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, MENDOZA_AERO_87418.csv                                           
3,Argentina                     ,WMO_Member, -32.895, -68.873,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,    , MENDOZA_OBSERVATORIO_87420.csv                                   
3,Argentina                     ,WMO_Member, -30.262, -57.639,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , MONTE_CASEROS_AERO_87393.csv                                     
3,Argentina                     ,WMO_Member, -38.952, -68.137,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, NEUQUEN_AERO_87715.csv                                           
3,Argentina                     ,WMO_Member, -35.439, -60.882,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , NUEVE_DE_JULIO_87550.csv                                         
3,Argentina                     ,WMO_Member, -27.484, -55.131,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , OBERA_87187.csv                                                  
3,Argentina                     ,WMO_Member, -36.891, -60.223,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, OLAVARRIA_AERO_87643.csv                                         
3,Argentina                     ,WMO_Member, -23.154, -64.328,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, ORAN_AERO_87016.csv                                              
3,Argentina                     ,WMO_Member, -31.790, -60.484,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, PARANA_AERO_87374.csv                                            
3,Argentina                     ,WMO_Member, -29.689, -57.148,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, PASO_DE_LOS_LIBRES_AERO_87289.csv                                
3,Argentina                     ,WMO_Member, -35.841, -61.860,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, PEHUAJO_AERO_87544.csv                                           
3,Argentina                     ,WMO_Member, -33.930, -60.550,PRCP,DP01,TMAX,TMIN,TAVG,    ,MNVP,TSUN, PERGAMINO_INTA_87484.csv                                         
3,Argentina                     ,WMO_Member, -46.538, -70.985,    ,    ,TMAX,TMIN,TAVG,MSLP,MNVP,    , PERITO_MORENO_AERO_87852.csv                                     
3,Argentina                     ,WMO_Member, -37.608, -62.386,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,    , PIGUE_AERO_87679.csv                                             
3,Argentina                     ,WMO_Member, -31.668, -63.882,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, PILAR_OSERVATORIO_87349.csv                                      
3,Argentina                     ,WMO_Member, -27.391, -55.967,PRCP,DP01,TMAX,TMIN,TAVG,MSLP,MNVP,TSUN, POSADAS_AERO_87178.csv                                           
3,Argentina                     ,WMO_Member, -26.746, -60.487,PRCP,DP01,TMAX,    ,TAVG,MSLP,MNVP,TSUN, PRE_ROQUE_SAENZ_PENA_AERO_87148.csv                              
