Elem,Rgn,Country                     , Status   ,Latitude,  Longtiude, Filename 
TAVG,1,Algeria                       ,WMO_Member,  27.837,   -0.194,  Adrar_60620.csv                                                  
TAVG,1,Algeria                       ,WMO_Member,  32.752,   -0.594,  AinSefra_60560.csv                                               
TAVG,1,Algeria                       ,WMO_Member,  36.690,    3.217,  AlgerDarElBeida_60390.csv                                        
TAVG,1,Algeria                       ,WMO_Member,  36.822,    7.803,  Annaba_60360.csv                                                 
TAVG,1,Algeria                       ,WMO_Member,  35.761,    6.320,  Batna_60468.csv                                                  
TAVG,1,Algeria                       ,WMO_Member,  36.068,    4.794,  BBArreridj_60444.csv                                             
TAVG,1,Algeria                       ,WMO_Member,  21.376,    0.932,  BBMokhtar_60686.csv                                              
TAVG,1,Algeria                       ,WMO_Member,  31.654,   -2.252,  Bechar_60571.csv                                                 
TAVG,1,Algeria                       ,WMO_Member,  36.716,    5.075,  BejaiaAeroport_60402.csv                                         
TAVG,1,Algeria                       ,WMO_Member,  30.128,   -2.149,  BeniAbbes_60602.csv                                              
TAVG,1,Algeria                       ,WMO_Member,  35.301,   -1.395,  BeniSaf_60518.csv                                                
TAVG,1,Algeria                       ,WMO_Member,  34.795,    5.731,  Biskra_60525.csv                                                 
TAVG,1,Algeria                       ,WMO_Member,  36.216,    1.322,  Chlef_60425.csv                                                  
TAVG,1,Algeria                       ,WMO_Member,  36.278,    6.628,  Constantine_60419.csv                                            
TAVG,1,Algeria                       ,WMO_Member,  24.288,    9.468,  Djanet_60670.csv                                                 
TAVG,1,Algeria                       ,WMO_Member,  34.654,    3.281,  Djelfa_60535.csv                                                 
TAVG,1,Algeria                       ,WMO_Member,  33.720,    1.095,  ElBayadh_60550.csv                                               
TAVG,1,Algeria                       ,WMO_Member,  30.573,    2.868,  ElGolea_60590.csv                                                
TAVG,1,Algeria                       ,WMO_Member,  34.154,    0.065,  ElKheiter_60540.csv                                              
TAVG,1,Algeria                       ,WMO_Member,  33.506,    6.788,  ElOued_60559.csv                                                 
TAVG,1,Algeria                       ,WMO_Member,  32.386,    3.784,  Ghardaia_60566.csv                                               
TAVG,1,Algeria                       ,WMO_Member,  31.659,    6.141,  HassiMessaoud_60581.csv                                          
TAVG,1,Algeria                       ,WMO_Member,  26.719,    8.617,  Illizi_60640.csv                                                 
TAVG,1,Algeria                       ,WMO_Member,  28.053,    9.640,  InAmenas_60611.csv                                               
TAVG,1,Algeria                       ,WMO_Member,  27.254,    2.512,  InSalah_60630.csv                                                
TAVG,1,Algeria                       ,WMO_Member,  36.795,    5.877,  JijelAeroport_60351.csv                                          
TAVG,1,Algeria                       ,WMO_Member,  33.546,   -0.235,  Mecheria_60549.csv                                               
TAVG,1,Algeria                       ,WMO_Member,  36.281,    2.732,  Medea_60437.csv                                                  
TAVG,1,Algeria                       ,WMO_Member,  36.306,    2.228,  Miliana_60430.csv                                                
TAVG,1,Algeria                       ,WMO_Member,  35.912,    0.110,  Mostaganem_60457.csv                                             
TAVG,1,Algeria                       ,WMO_Member,  33.261,   -0.317,  Naama_60557.csv                                                  
TAVG,1,Algeria                       ,WMO_Member,  35.631,   -0.604,  OranSennia_60490.csv                                             
TAVG,1,Algeria                       ,WMO_Member,  31.936,    5.412,  Ouargla_60580.csv                                                
TAVG,1,Algeria                       ,WMO_Member,  35.860,    7.130,  OumElBouaghi_60421.csv                                           
TAVG,1,Algeria                       ,WMO_Member,  34.892,    0.158,  Saida_60536.csv                                                  
TAVG,1,Algeria                       ,WMO_Member,  35.174,   -0.595,  SidiBelAbbes_60520.csv                                           
TAVG,1,Algeria                       ,WMO_Member,  36.298,    7.923,  SoukAhras_60423.csv                                              
TAVG,1,Algeria                       ,WMO_Member,  22.825,    5.452,  Tamanrasset_60680.csv                                            
TAVG,1,Algeria                       ,WMO_Member,  35.346,    1.468,  Tiaret_60511.csv                                                 
TAVG,1,Algeria                       ,WMO_Member,  29.244,    0.284,  Timimoun_60607.csv                                               
TAVG,1,Algeria                       ,WMO_Member,  36.724,    4.019,  TiziOuzou_60395.csv                                              
TAVG,1,Algeria                       ,WMO_Member,  35.019,   -1.445,  TlemcenZenata_60531.csv                                          
TAVG,1,Algeria                       ,WMO_Member,  33.070,    6.092,  Touggourt_60555.csv                                              
TAVG,1,Benin                         ,WMO_Member,   7.170,    2.070,  Bohicon_65338.csv                                                
TAVG,1,Benin                         ,WMO_Member,   6.350,    2.383,  Cotonou_65344.csv                                                
TAVG,1,Benin                         ,WMO_Member,  10.378,    1.359,  Natitingou_65319.csv                                             
TAVG,1,Benin                         ,WMO_Member,   9.350,    2.617,  Parakou_65330.csv                                                
TAVG,1,Benin                         ,WMO_Member,   8.033,    2.467,  Save_65335.csv                                                   
TAVG,1,Burkina_Faso                  ,WMO_Member,  11.170,   -4.300,  BOBO-DIOULASSO_65510.csv                                         
TAVG,1,Burkina_Faso                  ,WMO_Member,  12.980,   -0.160,  BOGANDE_65504.csv                                                
TAVG,1,Burkina_Faso                  ,WMO_Member,  11.730,   -2.920,  BOROMO_65516.csv                                                 
TAVG,1,Burkina_Faso                  ,WMO_Member,  12.470,   -3.480,  DEDOUGOU_65505.csv                                               
TAVG,1,Burkina_Faso                  ,WMO_Member,  14.030,   -0.030,  DORI_65501.csv                                                   
TAVG,1,Burkina_Faso                  ,WMO_Member,  12.070,    0.350,  FADA-NGOURMA_65507.csv                                           
TAVG,1,Burkina_Faso                  ,WMO_Member,  10.330,   -3.180,  GAOUA_65522.csv                                                  
TAVG,1,Burkina_Faso                  ,WMO_Member,  12.350,   -2.180,  OUAGADOUGOU_65503.csv                                            
